"ID";"cong";"billnum";"h_or_sen";"major";"text"
1474;107;205;"S";1;"A bill to amend the Internal Revenue Code of 1986 to waive the income inclusion on a distribution from an individual retirement account to the extent that the distribution is contributed for charitable purposes."
1475;107;206;"S";8;"A bill to repeal the Public Utility Holding Company Act of 1935, to enact the Public Utility Holding Company Act of 2001, and for other purposes."
1476;107;207;"S";8;"A bill to amend the Internal Revenue Code of 1986 to provide incentives to introduce new technologies to reduce energy consumption in buildings."
1477;107;208;"S";3;"A bill to reduce health care costs and promote improved health care by providing supplemental grants for additional preventive health services for women."
1478;107;209;"S";5;"A bill for the relief of Sung Jun Oh."
1479;107;210;"S";21;"A bill to authorize the integration and consolidation of alcohol and substance abuse programs and services provided by Indian tribal governments, and for other purposes."
1480;107;211;"S";21;"A bill to amend the Education Amendments of 1978 and the Tribally Controlled Schools Act of 1988 to improve education for Indians, Native Hawaiians, and Alaskan Natives."
1481;107;212;"S";21;"A bill to amend the Indian Health Care Improvement Act to revise and extend such Act."
1482;107;213;"S";21;"A bill to amend the National Trails System Act to update the feasibility and suitability studies of 4 national historic trails and provide for possible additions to such trails."
1483;107;214;"S";21;"A bill to elevate the position of Director of the Indian Health Service within the Department of Health and Human Services to Assistant Secretary for Indian Health, and for other purposes."
1484;107;215;"S";3;"A bill to amend the Federal Food, Drug, and Cosmetic Act to permit importation in personal baggage and by mail of certain covered products for personal use from certain foreign countries and to correct impediments in implementation of the Medicine Equity"
1485;107;216;"S";20;"A bill to establish a Commission for the comprehensive study of voting procedures in Federal, State, and local elections, and for other purposes."
1486;107;217;"S";5;"A bill to amend the Internal Revenue Code of 1986 to provide a uniform dollar limitation for all types of transportation fringe benefits excludable from gross income, and for other purposes."
1487;107;218;"S";20;"A bill to establish an Election Administration Commission to study Federal, State, and local voting procedures and election administration and provide grants to modernize voting procedures and election administration, and for other purposes."
1488;107;219;"S";19;"A bill to suspend for two years the certification procedures under section 490(b) of the Foreign Assistance Act of 1961 in order to foster greater multilateral cooperation in international counternarcotics programs, and for other purposes."
1489;107;220;"S";15;"A bill to amend title 11, United States Code, and for other purposes."
1490;107;221;"S";8;"A bill to authorize the Secretary of Energy to make loans through a revolving loan fund for States to construct electricity generation facilities for use in electricity supply emergencies."
1491;107;222;"S";10;"A bill to provide tax incentives for the construction of seagoing cruise ships in United States shipyards, and to facilitate the development of a United States-flag, United States-built cruise industry, and for other purposes."
1492;107;223;"S";7;"A bill to terminate the effectiveness of certain drinking water regulations."
1493;107;224;"S";21;"A bill to authorize the Secretary of the Interior to set aside up to $2 per person from park entrance fees or assess up to $2 per person visiting the Grand Canyon or other national park to secure bonds for capital improvements to those parks, and for othe"
1494;107;225;"S";6;"A bill to amend the Internal Revenue Code of 1986 to provide incentives to public elementary and secondary school teachers by providing a tax credit for teaching expenses, professional development expenses, and student education loans."
1495;107;226;"S";18;"A bill to establish a Northern Border States-Canada Trade Council, and for other purposes."
1496;107;227;"S";15;"A bill to amend the Federal Deposit Insurance Act with respect to municipal deposits."
1497;107;228;"S";21;"A bill to amend title 38, United States Code, to make permanent the Native American veterans housing loan program, and for other purposes."
1498;107;229;"S";15;"A bill to amend Federal banking law to permit the payment of interest on business checking accounts in certain circumstances, and for other purposes."
1499;107;230;"S";21;"A bill to direct the Secretary of the Interior to convey a former Bureau of Land Management administrative site to the City of Carson City, Nevada, for use as a senior center."
1500;107;231;"S";6;"A bill to amend the Elementary and Secondary Education Act of 1965 to ensure that seniors are given an opportunity to serve as mentors, tutors, and volunteers for certain programs."
1501;107;232;"S";3;"A bill to amend the Internal Revenue Code of 1986 to exclude United States savings bond income from gross income if it is used to pay long-term care expenses."
1502;107;233;"S";12;"A bill to place a moratorium on executions by the Federal Government and urge the States to do the same, while a National Commission on the Death Penalty reviews the fairness of the imposition of the death penalty."
1503;107;234;"S";17;"A bill to amend the Internal Revenue Code of 1986 to repeal the excise tax on telephone and other communications services."
1504;107;235;"S";8;"A bill to provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes."
1505;107;236;"S";15;"A bill to amend the Internal Revenue Code of 1986 to expand the expense treatment for small businesses and to reduce the depreciation recovery period for restaurant buildings and franchise operations, and for other purposes."
